EXPEDIENTE
VPD;EJERCICIO;NUMERO;CONTROL;CIF;FECHA;EXPEDIENTE1;EJERCICIOA;NUMEROA;CONTROLA;AREA;SECCION;CIERRE;VIAN;SIGLAN;DEN_VIAN;NUMERON;NUMERO_DUPN;RESTO_DIRN;PROVINCIAN;MUNICIPION;ENTIDADN;POBLACIONN;DPN;PAISN;BLOQUEN;ESCALERAN;PLANTAN;PUERTAN;KMN;APARTADO_CORREOSN;NUMERO2N;NUMERO2N_DUP;ENTIDAD_ORIGEN;AA_EXP_ENT;REFCIA_EXP_ENT;EXPEDIENTE_ENT;FECHA_GRABACION;ABIERTO;MUN_ALTERACION;COMPROBADO_TIC;FECHA_COMPTIC;UNIDADES_URB;EXISTE_DECLARACION;ASIGNACION;FECHA_ASIGNACION;UNIDADES_RUS;UNIDADES_BICES;FECHA_REG_ENT;DOC_ORIGEN_TIPO;DOC_ORIGEN_DESC
24;84;3850001;TN6035S;0004;28;20;;;0;;;;;E;2001;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;MS01;A;;;;31/12/2016 0:00:00;U44;U;;;;;;
24;84;3850001;TN6035S;0005;28;20;;;0;;;;;E;2002;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;MS01;A;;;;31/12/2016 0:00:00;U44;U;;;;;;
24;84;3850001;TN6035S;0006;28;20;;;0;;;;;C;2012;N;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;A;MS01;A;;;;31/12/2016 0:00:00;U44;U;;;;;;
24;84;3850001;TN6035S;0007;28;20;;;0;;;;;C;2020;N;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;A;MS01;A;;;;09/05/2025 0:00:00;U44;U;;;;;;



VIAS
VIA;SIGLA;DENOMINACION;ENTIDAD;DELEGACION;PROVINCIA;MUNICIPIO;45105;CL;EUCALIPTO;;28;28;900;
28;CR;LEON ASTORGA-PU;3;24;24;84;
28;CR;LEON ASTORGA-PU;3;24;24;84;
1477;CL;CONDESA DE VENADITO;;28;28;79;
28;CR;LEON ASTORGA-PU;3;24;24;84;
1;LG;HOSPITAL ORBIGO;;24;24;84;



PERSONAS
CIF;APENOM
B78110715;MONDELEZ ESPAÑA PRODUCTION SL;
P2408400F;AYUNTAMIENTO DE HOSPITAL DE ORBIGO;



